"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3420796_NPK_EG_25_17_S18_L001_R1_001_trim",0.240752,0.229004,0.216777,0.274084,0.231133,0.273664,0.246407,0.0068668,0.244545857142857,0.0280798050730772
"3420797_NPK_EG_25_18_S19_L001_R1_001_trim",0.538915,0.590611,0.543557,0.617548,0.54204,0.619877,0.565872,0.0149379,0.57406,0.0260214960108699
"3420798_NPK_EG_25_19_S20_L001_R1_001_trim",0.250151,0.261334,0.23663,0.280507,0.263313,0.296461,0.281331,0.00775593,0.267103857142857,0.029037132158866
"3420799_NPK_EG_25_20_S21_L001_R1_001_trim",0.626511,0.64919,0.62546,0.675766,0.577035,0.717046,0.627492,0.0192481,0.642642857142857,0.0299514727131266
"3420800_NPK_EG_25_21_S22_L001_R1_001_trim",0.627478,0.667678,0.62704,0.693728,0.609582,0.72832,0.649152,0.0163852,0.657568285714286,0.0249178683886823
"3420801_NPK_EG_25_22_S23_L001_R1_001_trim",0.36304,0.384791,0.35398,0.409737,0.358329,0.411784,0.366476,0.0105192,0.378305285714286,0.0278061142607048
"3420802_NPK_EG_25_23_S24_L001_R1_001_trim",0.458531,0.502029,0.524774,0.560043,0.485562,0.564738,0.493416,0.0142347,0.512727571428571,0.0277626965921474
"3420803_NPK_EG_25_24_S25_L001_R1_001_trim",0.439664,0.449619,0.445675,0.472998,0.456166,0.512588,0.502703,0.0128452,0.468487571428571,0.0274184434836356
"3420804_NPK_EG_25_25_S26_L001_R1_001_trim",0.563883,0.580394,0.541829,0.62469,0.526032,0.60169,0.569259,0.0140073,0.572539571428571,0.0244652085183382
"3420805_NPK_EG_25_26_S27_L001_R1_001_trim",0.364379,0.385723,0.341827,0.422466,0.375294,0.442161,0.381263,0.0106403,0.387587571428571,0.0274526346672623
"3420806_NPK_EG_25_27_S28_L001_R1_001_trim",0.573884,0.617689,0.591832,0.673035,0.556774,0.688953,0.620003,0.0158636,0.617452857142857,0.0256920019342136
"3420807_NPK_EG_25_28_S29_L001_R1_001_trim",0.431646,0.43051,0.416298,0.456564,0.442006,0.480371,0.447212,0.0109175,0.443515285714286,0.0246158370447532
"3420808_NPK_EG_25_29_S30_L001_R1_001_trim",0.537831,0.563691,0.56172,0.608987,0.54023,0.620844,0.553274,0.0118864,0.569511,0.0208712386591304
"3420809_NPK_EG_25_30_S31_L001_R1_001_trim",0.704781,0.703752,0.689599,0.800641,0.674986,0.787403,0.705699,0.0162066,0.723837285714286,0.0223898386002695
"3420810_NPK_EG_25_31_S32_L001_R1_001_trim",0.43066,0.430318,0.404745,0.487094,0.426333,0.499529,0.431135,0.0103717,0.444259142857143,0.0233460586388768
"3420811_NPK_EG_25_32_S33_L001_R1_001_trim",0.333454,0.343791,0.328623,0.380396,0.317442,0.381994,0.329495,0.00894997,0.345027857142857,0.0259398475071371
"3420812_NPK_EG_25_33_S34_L001_R1_001_trim",0.343954,0.335573,0.322213,0.368473,0.330413,0.390137,0.344068,0.00895835,0.347833,0.0257547443744556
"3420813_NPK_EG_25_34_S35_L001_R1_001_trim",0.489406,0.544462,0.489452,0.545775,0.497398,0.560065,0.495895,0.0132134,0.517493285714286,0.0255334713797529
"3420814_NPK_EG_25_35_S36_L001_R1_001_trim",0.343612,0.356132,0.33235,0.376189,0.338755,0.395549,0.362134,0.0106149,0.357817285714286,0.0296656992934542
"3420815_NPK_EG_25_36_S37_L001_R1_001_trim",0.485666,0.481544,0.46332,0.543203,0.48001,0.549149,0.503486,0.0117614,0.500911142857143,0.0234800127082705
"3420816_NPK_EG_25_37_S38_L001_R1_001_trim",0.500873,0.536754,0.490637,0.564564,0.533845,0.584556,0.543862,0.0152568,0.536441571428571,0.0284407488393757
"3420817_NPK_EG_25_38_S39_L001_R1_001_trim",0.405153,0.415973,0.38393,0.463224,0.39965,0.471685,0.411679,0.011403,0.421613428571429,0.027046102489281
"3420818_NPK_EG_25_39_S40_L001_R1_001_trim",0.490502,0.471401,0.433219,0.536663,0.477383,0.511496,0.514453,0.013728,0.490731,0.0279745930051291
"3420819_NPK_EG_25_40_S41_L001_R1_001_trim",0.302085,0.309428,0.293352,0.343663,0.313232,0.332119,0.305175,0.00873421,0.314150571428571,0.0278026233098414
"3420820_NPK_EG_25_41_S42_L001_R1_001_trim",0.422392,0.40881,0.387546,0.472421,0.416663,0.464713,0.410058,0.0121176,0.426086142857143,0.0284393196144442
"3420821_NPK_EG_25_42_S43_L001_R1_001_trim",0.655989,0.668598,0.715112,0.742443,0.670291,0.759568,0.689346,0.0157504,0.700192428571429,0.0224943877672811
"3420822_NPK_EG_25_43_S44_L001_R1_001_trim",0.314092,0.31523,0.310285,0.35359,0.317157,0.364888,0.327795,0.00944947,0.329005285714286,0.028721331876127
"3420823_NPK_EG_25_44_S45_L001_R1_001_trim",0.317125,0.314263,0.310717,0.341307,0.306911,0.380471,0.310117,0.0100379,0.325844428571429,0.0308058052243161
"3420824_NPK_EG_25_45_S46_L001_R1_001_trim",0.464027,0.494486,0.448215,0.523456,0.463678,0.532054,0.485693,0.0119544,0.487372714285714,0.0245282504530853
"3420825_NPK_EG_25_46_S47_L001_R1_001_trim",0.490508,0.498916,0.48615,0.538414,0.501484,0.565707,0.511649,0.0136766,0.513261142857143,0.0266464745877064
"3420826_NPK_EG_25_47_S48_L001_R1_001_trim",0.328759,0.303272,0.30249,0.348052,0.309298,0.367582,0.32151,0.00963917,0.325851857142857,0.0295814487126709
"3420827_NPK_EG_25_48_S49_L001_R1_001_trim",0.507166,0.538924,0.507963,0.561704,0.542409,0.571286,0.5622,0.011761,0.541664571428571,0.0217126993721998
"3420828_NPK_EG_25_49_S50_L001_R1_001_trim",0.216753,0.209156,0.185341,0.221375,0.21115,0.248136,0.206903,0.0063154,0.214116285714286,0.0294951875282724
"3420829_NPK_EG_25_50_S51_L001_R1_001_trim",0.541111,0.559905,0.499391,0.607425,0.542036,0.620692,0.546012,0.0146246,0.559510285714286,0.0261382147449351
"3420830_NPK_EG_25_51_S52_L001_R1_001_trim",0.510521,0.495915,0.492521,0.565359,0.462984,0.556025,0.49573,0.0144072,0.511293571428571,0.0281779408251619
"3420831_NPK_EG_25_52_S53_L001_R1_001_trim",0.453705,0.464767,0.420538,0.510766,0.468831,0.527867,0.445003,0.011879,0.470211,0.0252631265538237
"3420832_NPK_EG_25_53_S54_L001_R1_001_trim",0.534041,0.519267,0.498619,0.565906,0.518473,0.596881,0.538727,0.0162211,0.538844857142857,0.0301034700154882
"3420833_NPK_EG_25_54_S55_L001_R1_001_trim",0.71722,0.762759,0.732385,0.839429,0.691685,0.78861,0.759146,0.0197269,0.755890571428571,0.0260975606068452
"3420834_NPK_EG_25_55_S56_L001_R1_001_trim",0.390433,0.407867,0.388097,0.441572,0.404177,0.436597,0.41167,0.0104073,0.411487571428571,0.025291893905492
"3420835_NPK_EG_25_56_S57_L001_R1_001_trim",0.290599,0.292399,0.281998,0.321197,0.305863,0.343462,0.295979,0.00719685,0.304499571428571,0.0236350086347764
"3420836_NPK_EG_25_57_S58_L001_R1_001_trim",0.369867,0.387237,0.335362,0.395833,0.361915,0.402466,0.366912,0.00838228,0.374227428571429,0.0223988926519855
"3420837_NPK_EG_25_58_S59_L001_R1_001_trim",0.493454,0.524876,0.520794,0.560124,0.494694,0.578661,0.517879,0.0130849,0.527211714285714,0.0248190615751547
"3420838_NPK_EG_25_59_S60_L001_R1_001_trim",0.469403,0.470477,0.455136,0.512958,0.452276,0.537242,0.464402,0.0101054,0.480270571428571,0.0210410560237771
"3420839_NPK_EG_25_60_S61_L001_R1_001_trim",0.254467,0.244494,0.243516,0.280421,0.241804,0.288578,0.237651,0.00698015,0.255847285714286,0.0272824860365921
"3420840_NPK_EG_25_61_S62_L001_R1_001_trim",0.287899,0.289778,0.27416,0.324516,0.29924,0.330683,0.281414,0.00785974,0.298241428571429,0.0263536157188088
"3420841_NPK_EG_25_62_S63_L001_R1_001_trim",0.320419,0.300868,0.313893,0.346304,0.313421,0.346578,0.32785,0.00880799,0.324190428571429,0.0271691858356618
"3420842_NPK_EG_25_63_S64_L001_R1_001_trim",0.472785,0.528399,0.45447,0.55499,0.504384,0.55605,0.477729,0.0124178,0.506972428571429,0.0244940341923356
"3420843_NPK_EG_25_64_S65_L001_R1_001_trim",0.391753,0.418414,0.396263,0.440501,0.404472,0.475984,0.404755,0.0100202,0.418877428571429,0.0239215563229884
"3420844_NPK_EG_25_65_S66_L001_R1_001_trim",0.579826,0.585356,0.597086,0.670563,0.598042,0.659614,0.645045,0.0134485,0.619361714285714,0.0217134829128236
"3420845_NPK_EG_25_66_S67_L001_R1_001_trim",0.84732,0.916716,0.832913,0.988833,0.897093,1.02305,0.931743,0.0185682,0.919666857142857,0.0201901371738959
"3420846_NPK_EG_25_67_S68_L001_R1_001_trim",0.642762,0.658777,0.664198,0.717377,0.664757,0.706761,0.668931,0.0164399,0.674794714285714,0.0243628167974048
"3420847_NPK_EG_25_68_S69_L001_R1_001_trim",0.638544,0.665473,0.661062,0.732353,0.639187,0.747889,0.669616,0.015273,0.679160571428571,0.0224880545816643
"3420848_NPK_EG_25_69_S70_L001_R1_001_trim",0.537992,0.568121,0.588389,0.641462,0.519824,0.630441,0.557572,0.0156895,0.577685857142857,0.0271592246997318
"3420849_NPK_EG_25_70_S71_L001_R1_001_trim",0.335169,0.353452,0.326411,0.366191,0.297995,0.41297,0.335341,0.00855847,0.346789857142857,0.0246791243276599
"3420850_NPK_EG_25_71_S72_L001_R1_001_trim",0.720936,0.715641,0.738672,0.884739,0.74143,0.844065,0.785782,0.0196722,0.775895,0.025354203854903
"3420851_NPK_EG_25_72_S73_L001_R1_001_trim",0.479653,0.489189,0.472602,0.556044,0.477049,0.546631,0.513436,0.0143772,0.504943428571429,0.0284728925786312
"3420852_NPK_EG_25_73_S74_L001_R1_001_trim",0.588457,0.632894,0.606568,0.653316,0.612743,0.688554,0.643083,0.0136102,0.632230714285714,0.0215272679616279
"3420853_NPK_EG_25_74_S75_L001_R1_001_trim",0.427036,0.41662,0.406804,0.485752,0.414113,0.488624,0.414318,0.012038,0.436181,0.0275986345118196
"3420854_NPK_EG_25_75_S76_L001_R1_001_trim",0.271495,0.266279,0.26493,0.299256,0.280816,0.320209,0.270672,0.00738096,0.281951,0.0261781657096446
"3420855_NPK_EG_25_76_S77_L001_R1_001_trim",0.355972,0.356883,0.329642,0.379685,0.343082,0.403127,0.344481,0.011841,0.358981714285714,0.0329849670019006
"3420856_NPK_EG_25_77_S78_L001_R1_001_trim",0.49188,0.521013,0.52698,0.574376,0.507926,0.57914,0.535635,0.0145557,0.53385,0.0272655240236021
"3420857_NPK_EG_25_78_S79_L001_R1_001_trim",0.194817,0.180115,0.167249,0.210179,0.190274,0.220427,0.18435,0.0859437,0.192487285714286,0.446490269116105
"3420858_NPK_EG_25_79_S80_L001_R1_001_trim",0.37444,0.389886,0.369079,0.421017,0.373506,0.439737,0.414253,0.0106787,0.397416857142857,0.0268702743934221
"3420859_NPK_EG_25_80_S81_L001_R1_001_trim",0.408667,0.417448,0.373972,0.443589,0.386499,0.457237,0.420691,0.0113146,0.415443285714286,0.0272350050875089
"3420860_NPK_EG_25_81_S82_L001_R1_001_trim",0.563447,0.569253,0.557333,0.642159,0.56093,0.655596,0.565701,0.0142459,0.587774142857143,0.0242370307934121
"3420861_NPK_EG_25_82_S83_L001_R1_001_trim",0.306036,0.318409,0.29894,0.362718,0.308005,0.357868,0.327119,0.00894881,0.325585,0.0274853264124576
"3420862_NPK_EG_25_83_S84_L001_R1_001_trim",0.345476,0.365567,0.334443,0.421271,0.36268,0.398629,0.370855,0.0113113,0.371274428571429,0.0304661434495316
"3420863_NPK_EG_25_84_S85_L001_R1_001_trim",0.424998,0.431833,0.405379,0.4622,0.399305,0.473176,0.421878,0.0124914,0.431252714285714,0.0289653829093912
"3420864_NPK_EG_25_85_S86_L001_R1_001_trim",0.518019,0.515704,0.527944,0.582592,0.514171,0.613279,0.5437,0.0136556,0.545058428571429,0.0250534608478409
"3420865_NPK_EG_25_86_S87_L001_R1_001_trim",0.481396,0.520717,0.492401,0.56297,0.483245,0.577635,0.521983,0.0132697,0.520049571428571,0.0255162213931804
"3420866_NPK_EG_25_87_S88_L001_R1_001_trim",0.406677,0.421641,0.39699,0.453282,0.411089,0.483293,0.419791,0.0118031,0.427537571428571,0.0276071643494657
"3420867_NPK_EG_25_88_S89_L001_R1_001_trim",0.464603,0.477355,0.462941,0.502566,0.456404,0.538943,0.477437,0.0101633,0.482892714285714,0.0210467039558328
"3420868_NPK_EG_25_89_S90_L001_R1_001_trim",0.580778,0.616108,0.560372,0.59888,0.559139,0.639664,0.545914,0.0138344,0.585836428571429,0.02361478277091
"3420869_NPK_EG_25_90_S91_L001_R1_001_trim",0.268524,0.26854,0.280919,0.298023,0.279342,0.313617,0.274144,0.0082922,0.283301285714286,0.0292698989314254
"3420870_NPK_EG_25_91_S92_L001_R1_001_trim",0.383989,0.386385,0.358633,0.43994,0.37185,0.424224,0.385493,0.0105502,0.392930571428571,0.0268500360296294
"3420871_NPK_EG_25_92_S93_L001_R1_001_trim",0.295487,0.309147,0.269764,0.330142,0.299428,0.33836,0.307696,0.00771543,0.307146285714286,0.0251197242449387
"3420872_NPK_EG_25_93_S94_L001_R1_001_trim",0.499632,0.514529,0.520713,0.579416,0.484813,0.578722,0.51466,0.011001,0.527497857142857,0.0208550610225905
"3420875_NPK_EG_25_94_S97_L001_R1_001_trim",0.429891,0.455767,0.410733,0.478828,0.448647,0.500536,0.445877,0.0128477,0.452897,0.0283678187314113
"3420876_NPK_EG_25_95_S98_L001_R1_001_trim",0.260425,0.26019,0.243314,0.296444,0.262848,0.292168,0.263529,0.00695152,0.268416857142857,0.0258982244036195
"3420877_NPK_EG_25_96_S99_L001_R1_001_trim",0.356693,0.34955,0.329251,0.382016,0.357769,0.392689,0.34743,0.010147,0.359342571428571,0.0282376784906404
"3420878_NPK_EG_25_97_S100_L001_R1_001_trim",0.405305,0.424568,0.401726,0.485747,0.412714,0.47289,0.414068,0.0104457,0.431002571428571,0.0242358182814952
"3420879_NPK_EG_25_98_S101_L001_R1_001_trim",0.376866,0.381382,0.379274,0.417206,0.367227,0.433715,0.391639,0.0101733,0.392472714285714,0.0259210376408333
"3420880_NPK_EG_25_99_S102_L001_R1_001_trim",0.346703,0.336058,0.348854,0.405082,0.353327,0.39203,0.362363,0.00972086,0.363488142857143,0.0267432657461415
"3420881_NPK_EG_25_100_S103_L001_R1_001_trim",0.356642,0.361795,0.328061,0.395528,0.349532,0.397713,0.366101,0.0107878,0.365053142857143,0.0295513138595868
"3420882_NPK_EG_25_101_S104_L001_R1_001_trim",0.306444,0.308099,0.287665,0.345268,0.304105,0.342845,0.316973,0.00903656,0.315914142857143,0.0286044806929912
"3420884_NPK_EG_25_102_S106_L001_R1_001_trim",0.328019,0.340962,0.308127,0.374474,0.336053,0.3751,0.342097,0.00930912,0.343547428571429,0.0270970446168381
"3420885_NPK_EG_25_103_S107_L001_R1_001_trim",0.314678,0.300212,0.293735,0.338391,0.312806,0.353758,0.32798,0.00906239,0.320222857142857,0.0283002596406074
"3420886_NPK_EG_25_104_S108_L001_R1_001_trim",0.36252,0.357153,0.343461,0.397698,0.366919,0.418034,0.358234,0.0112645,0.372002714285714,0.0302806930364179
"3420887_NPK_EG_25_105_S109_L001_R1_001_trim",0.204969,0.199871,0.17399,0.210562,0.199039,0.22189,0.183985,0.00623672,0.199186571428571,0.0313109460907433
"3420888_NPK_EG_25_106_S110_L001_R1_001_trim",0.202328,0.227072,0.193565,0.234122,0.231312,0.228237,0.215291,0.00572931,0.218846714285714,0.0261795568587798
"3420889_NPK_EG_25_107_S111_L001_R1_001_trim",0.383749,0.371832,0.357876,0.432932,0.382212,0.432507,0.367278,0.0104103,0.389769428571429,0.0267088674403109
"3420890_NPK_EG_25_108_S112_L001_R1_001_trim",0.373198,0.360858,0.350394,0.39379,0.360996,0.406577,0.350023,0.0109224,0.370833714285714,0.029453632664005
"3420891_NPK_EG_25_109_S113_L001_R1_001_trim",0.253819,0.243151,0.236011,0.287399,0.25232,0.297326,0.251761,0.00797309,0.260255285714286,0.0306356506002074
"3420892_NPK_EG_25_110_S114_L001_R1_001_trim",0.396325,0.382573,0.378595,0.433059,0.398279,0.454335,0.388326,0.00944784,0.404498857142857,0.0233569015911046
"3420893_NPK_EG_25_111_S115_L001_R1_001_trim",0.342571,0.347948,0.345076,0.395237,0.358052,0.415806,0.358722,0.00845048,0.366201714285714,0.0230760252351163
"3420894_NPK_EG_25_112_S116_L001_R1_001_trim",0.404476,0.429185,0.402729,0.488311,0.392068,0.465985,0.431646,0.0120005,0.430628571428571,0.0278674031316348
"3420895_NPK_EG_25_113_S117_L001_R1_001_trim",0.380958,0.38494,0.354165,0.415174,0.355539,0.435025,0.387563,0.0114991,0.387623428571429,0.0296656475135662
"3420896_NPK_EG_25_114_S118_L001_R1_001_trim",0.367906,0.376622,0.378151,0.396266,0.3761,0.421116,0.379545,0.00984213,0.385100857142857,0.0255572788723993
"3420897_NPK_EG_25_115_S119_L001_R1_001_trim",0.391803,0.375459,0.380511,0.433532,0.393312,0.463263,0.405314,0.0107622,0.406170571428571,0.0264967497821112
"3420898_NPK_EG_25_116_S120_L001_R1_001_trim",0.209533,0.193777,0.186317,0.230344,0.203145,0.234274,0.211776,0.00729437,0.209880857142857,0.0347548132750145
"3420899_NPK_EG_25_117_S121_L001_R1_001_trim",0.415571,0.409182,0.376055,0.470946,0.397632,0.471401,0.435871,0.0110387,0.425236857142857,0.0259589445613168
"3420900_NPK_EG_25_118_S122_L001_R1_001_trim",0.325336,0.336366,0.283769,0.380584,0.325546,0.384664,0.334468,0.00903027,0.338676142857143,0.0266634370045045
"3420901_NPK_EG_25_119_S123_L001_R1_001_trim",0.274323,0.264406,0.252413,0.300242,0.290995,0.312136,0.274418,0.00654233,0.281276142857143,0.0232594557559856
"3420902_NPK_EG_25_120_S124_L001_R1_001_trim",0.28458,0.27453,0.266631,0.310702,0.297918,0.340907,0.297886,0.00832269,0.296164857142857,0.0281015447959968
"3420903_NPK_EG_25_121_S125_L001_R1_001_trim",0.285498,0.29468,0.274598,0.323896,0.306458,0.339599,0.295389,0.00879775,0.302874,0.0290475577302773
"3420904_NPK_EG_25_122_S126_L001_R1_001_trim",0.279849,0.25899,0.235775,0.289412,0.271938,0.301019,0.262432,0.00695967,0.271345,0.0256487866000848
"3420905_NPK_EG_25_123_S127_L001_R1_001_trim",0.343714,0.368464,0.351656,0.406666,0.353754,0.411363,0.380382,0.0106016,0.373714142857143,0.0283682065627701
"3420906_NPK_EG_25_124_S128_L001_R1_001_trim",0.314541,0.318023,0.276472,0.345755,0.327326,0.355999,0.298335,0.0101617,0.319493,0.031805704663326
"3420907_NPK_EG_25_125_S129_L001_R1_001_trim",0.342433,0.331858,0.318085,0.357033,0.333351,0.371622,0.317756,0.00912151,0.338876857142857,0.0269168867915779
"3420908_NPK_EG_25_126_S130_L001_R1_001_trim",0.499155,0.493661,0.451422,0.534252,0.457827,0.540514,0.488612,0.0125558,0.495063285714286,0.0253620099941047
"3420909_NPK_EG_25_127_S131_L001_R1_001_trim",0.145248,0.144191,0.122339,0.157085,0.146985,0.164983,0.139638,0.00378486,0.145781285714286,0.0259625917102822
"3420910_NPK_EG_25_128_S132_L001_R1_001_trim",0.266117,0.26036,0.26191,0.299421,0.284544,0.309038,0.272651,0.00749943,0.279148714285714,0.0268653574822637
"3420911_NPK_EG_25_129_S133_L001_R1_001_trim",0.281795,0.281671,0.263597,0.310388,0.26606,0.316871,0.278846,0.0085338,0.285604,0.0298798336157757
"3420912_NPK_EG_25_130_S134_L001_R1_001_trim",0.392717,0.399316,0.389013,0.447655,0.392817,0.469471,0.402985,0.0112901,0.413424857142857,0.0273087111356218
"3420913_NPK_EG_25_131_S135_L001_R1_001_trim",0.43839,0.442987,0.417252,0.469094,0.451964,0.499685,0.449499,0.012254,0.452695857142857,0.0270689466374617
"3420914_NPK_EG_25_132_S136_L001_R1_001_trim",0.307611,0.316758,0.295133,0.334194,0.305177,0.344259,0.310877,0.0110243,0.316287,0.0348553686999466
"3420915_NPK_EG_25_133_S137_L001_R1_001_trim",0.375778,0.282332,0.272552,0.308407,0.282509,0.347881,0.295392,0.00827009,0.309264428571429,0.0267411614009463
"3420916_NPK_EG_25_134_S138_L001_R1_001_trim",0.424116,0.415897,0.422499,0.466978,0.403185,0.474276,0.427008,0.011461,0.433422714285714,0.0264430073049768
"3420917_NPK_EG_25_135_S139_L001_R1_001_trim",0.596558,0.639233,0.639322,0.69667,0.582516,0.690523,0.669754,0.0190519,0.644939428571429,0.0295406035915665
"3420918_NPK_EG_25_136_S140_L001_R1_001_trim",0.381683,0.382419,0.386755,0.425597,0.376085,0.438363,0.379369,0.0111567,0.395753,0.0281910686716209
"3420919_NPK_EG_25_137_S141_L001_R1_001_trim",0.413245,0.422463,0.379307,0.452953,0.40478,0.469739,0.426168,0.0122028,0.424093571428571,0.0287738386575739
"3420920_NPK_EG_25_138_S142_L001_R1_001_trim",0.316495,0.307958,0.287884,0.346097,0.31694,0.349691,0.315857,0.0081835,0.320131714285714,0.025562915621338
"3420921_NPK_EG_25_139_S143_L001_R1_001_trim",0.317369,0.328712,0.302702,0.355888,0.338026,0.367756,0.323734,0.00842836,0.333455285714286,0.0252758326560811
"3420922_NPK_EG_25_140_S144_L001_R1_001_trim",0.43738,0.419939,0.402614,0.503406,0.394058,0.481088,0.444155,0.0124011,0.440377142857143,0.0281601808839177
"3420923_NPK_EG_25_141_S145_L001_R1_001_trim",0.378338,0.390488,0.368877,0.419229,0.380448,0.435171,0.379829,0.0107352,0.393197142857143,0.0273023347066902
"3420924_NPK_EG_25_142_S146_L001_R1_001_trim",0.40298,0.407854,0.387068,0.453313,0.404167,0.472611,0.415889,0.0115994,0.420554571428571,0.0275812006051873
"3420925_NPK_EG_25_143_S147_L001_R1_001_trim",0.290801,0.288146,0.262089,0.317797,0.282078,0.3363,0.280442,0.00877354,0.293950428571429,0.0298470053016714
"3420926_NPK_EG_25_144_S148_L001_R1_001_trim",0.301274,0.320525,0.312489,0.348016,0.320535,0.367558,0.320731,0.00876377,0.327304,0.0267756275511451
"3420927_NPK_EG_25_145_S149_L001_R1_001_trim",0.416222,0.458383,0.422293,0.483555,0.448586,0.493775,0.446159,0.0138449,0.452710428571429,0.0305822422595585
"3420928_NPK_EG_25_146_S150_L001_R1_001_trim",0.360145,0.348896,0.314879,0.377597,0.335746,0.397508,0.349261,0.00926792,0.354861714285714,0.026116990441347
"3420929_NPK_EG_25_147_S151_L001_R1_001_trim",0.351359,0.367804,0.356748,0.418515,0.386281,0.416237,0.382686,0.0112066,0.382804285714286,0.0292750118486507
"3420930_NPK_EG_25_148_S152_L001_R1_001_trim",0.405591,0.419266,0.401467,0.46016,0.423876,0.479488,0.446076,0.0116823,0.433703428571429,0.0269361485992403
"3420931_NPK_EG_25_149_S153_L001_R1_001_trim",0.430421,0.452254,0.433914,0.476711,0.430388,0.490372,0.432945,0.012442,0.449572142857143,0.0276752022955159
"3420932_NPK_EG_25_150_S154_L001_R1_001_trim",0.237151,0.238294,0.223937,0.264785,0.244076,0.275745,0.239441,0.00747755,0.246204142857143,0.0303713410880286
"3420933_NPK_EG_25_151_S155_L001_R1_001_trim",0.346964,0.337599,0.346466,0.390823,0.330117,0.390599,0.354152,0.011602,0.356674285714286,0.0325282770995546
"3420934_NPK_EG_25_152_S156_L001_R1_001_trim",0.469005,0.485567,0.469828,0.531229,0.46069,0.581572,0.501558,0.0125433,0.499921285714286,0.025090549969438
"3420935_NPK_EG_25_153_S157_L001_R1_001_trim",0.279127,0.289791,0.251913,0.3201,0.278157,0.317649,0.263409,0.00855173,0.285735142857143,0.029928870192476
"3420936_NPK_EG_25_154_S158_L001_R1_001_trim",0.42418,0.424362,0.393276,0.46526,0.424813,0.480316,0.415722,0.0109342,0.432561285714286,0.0252778053910775
"3420937_NPK_EG_25_155_S159_L001_R1_001_trim",0.328488,0.33207,0.326789,0.379376,0.362926,0.383514,0.32129,0.0100837,0.347779,0.0289945626389172
"3420938_NPK_EG_25_156_S160_L001_R1_001_trim",0.271915,0.27876,0.249405,0.299327,0.283304,0.313944,0.272446,0.00741703,0.281300142857143,0.0263669613696809
"3420939_NPK_EG_25_157_S161_L001_R1_001_trim",0.268417,0.284798,0.268246,0.30936,0.29397,0.313353,0.279321,0.00822261,0.288209285714286,0.0285299968029185
"3420940_NPK_EG_25_158_S162_L001_R1_001_trim",0.465501,0.475808,0.455624,0.499972,0.435845,0.526171,0.44079,0.0134403,0.471387285714286,0.0285122242523663
"3420941_NPK_EG_25_159_S163_L001_R1_001_trim",0.430134,0.463488,0.461466,0.511632,0.473183,0.531646,0.450349,0.0132087,0.474556857142857,0.0278337564849974
