"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3400632_NF_EG_24_37_S19_L001_R1_001_trim",0.452488,0.442049,0.4108,0.498492,0.432778,0.507624,0.471875,0.0134713,0.459443714285714,0.029320893030267
"3400633_NF_EG_24_49_S20_L001_R1_001_trim",0.500348,0.500734,0.473487,0.553038,0.474466,0.584231,0.496157,0.0128517,0.511780142857143,0.0251117597651447
"3400634_NF_EG_24_67_S21_L001_R1_001_trim",0.410316,0.4308,0.350083,0.454079,0.409666,0.473912,0.432675,0.0108767,0.423075857142857,0.0257086284087521
"3400635_NF_EG_24_79_S22_L001_R1_001_trim",0.361767,0.338107,0.329194,0.386997,0.34164,0.391805,0.345174,0.00893647,0.356383428571429,0.0250754364079779
"3400636_NF_EG_24_92_S23_L001_R1_001_trim",0.527315,0.546055,0.502818,0.597469,0.536158,0.589886,0.574937,0.0134003,0.553519714285714,0.0242092551613854
"3400637_NF_EG_24_85_S24_L001_R1_001_trim",0.326268,0.320254,0.301151,0.370815,0.324512,0.374338,0.327799,0.00970829,0.335019571428571,0.028978277175278
"3400638_NF_EG_24_12_S25_L001_R1_001_trim",0.493858,0.493236,0.481491,0.5631,0.494312,0.5767,0.500786,0.0131675,0.514783285714286,0.0255787248059724
"3400639_NF_EG_24_26_S26_L001_R1_001_trim",0.440426,0.452207,0.4185,0.498972,0.456889,0.522381,0.449935,0.0122952,0.462758571428571,0.0265693619937579
"3400640_NF_EG_24_38_S27_L001_R1_001_trim",0.351076,0.346967,0.333007,0.39383,0.377699,0.451675,0.385395,0.0144123,0.377092714285714,0.038219513276197
"3400641_NF_EG_24_50_S28_L001_R1_001_trim",0.359239,0.355257,0.337235,0.420032,0.348982,0.42338,0.376279,0.00878192,0.374343428571429,0.0234595276148258
"3400642_NF_EG_24_68_S29_L001_R1_001_trim",0.52498,0.507761,0.494207,0.57099,0.514081,0.590785,0.529147,0.0110259,0.533135857142857,0.0206812200910462
"3400643_NF_EG_24_81_S30_L001_R1_001_trim",0.386433,0.421145,0.417244,0.472663,0.440752,0.49714,0.437381,0.0109985,0.438965428571429,0.025055503882831
"3400644_NF_EG_24_93_S31_L001_R1_001_trim",0.541278,0.569211,0.545239,0.616623,0.541927,0.652846,0.56174,0.0166545,0.575552,0.0289365687201156
"3400645_NF_EG_24_96_S32_L001_R1_001_trim",0.444596,0.449555,0.445532,0.499702,0.457559,0.504255,0.465834,0.0148697,0.466719,0.0318600699778668
"3400646_NF_EG_24_14_S33_L001_R1_001_trim",0.475215,0.453561,0.450846,0.497781,0.458044,0.494991,0.462564,0.0104394,0.470428857142857,0.0221912406976977
"3400647_NF_EG_24_27_S34_L001_R1_001_trim",0.350544,0.361912,0.349329,0.387666,0.36013,0.41731,0.356819,0.0103563,0.369101428571429,0.0280581412000573
"3400648_NF_EG_24_39_S35_L001_R1_001_trim",0.333017,0.353508,0.32823,0.384921,0.333238,0.375824,0.359087,0.00969898,0.352546428571429,0.0275112133153688
"3400649_NF_EG_24_55_S36_L001_R1_001_trim",0.401027,0.412206,0.381717,0.456821,0.416634,0.464179,0.416248,0.0124504,0.421261714285714,0.0295550238196004
"3400650_NF_EG_24_69_S37_L001_R1_001_trim",0.444513,0.442371,0.45009,0.518889,0.449861,0.52298,0.454306,0.0116648,0.469001428571429,0.024871566032391
"3400651_NF_EG_24_82_S38_L001_R1_001_trim",0.384743,0.406597,0.393215,0.460241,0.412109,0.46007,0.398739,0.010957,0.416530571428571,0.0263053920926401
"3400652_NF_EG_24_94_S39_L001_R1_001_trim",0.306833,0.300991,0.290003,0.338776,0.31944,0.346105,0.301651,0.00870465,0.314828428571429,0.0276488690665528
"3400653_NF_EG_24_1_S40_L001_R1_001_trim",0.766983,0.800455,0.809597,0.87741,0.798446,0.87446,0.824689,0.0228933,0.82172,0.0278602200262863
"3400654_NF_EG_24_15_S41_L001_R1_001_trim",0.428077,0.434158,0.40924,0.48624,0.426827,0.50509,0.436789,0.0109643,0.446631571428571,0.0245488691382255
"3400655_NF_EG_24_28_S42_L001_R1_001_trim",0.392648,0.412451,0.364555,0.425844,0.405906,0.43511,0.403522,0.0113141,0.405719428571429,0.027886512706177
"3400656_NF_EG_24_40_S43_L001_R1_001_trim",0.361794,0.347505,0.316203,0.391213,0.33829,0.398904,0.349558,0.011933,0.357638142857143,0.0333661278538922
"3400657_NF_EG_24_56_S44_L001_R1_001_trim",0.434274,0.43525,0.432514,0.474648,0.431826,0.493524,0.426525,0.0112196,0.446937285714286,0.0251032982895331
"3400658_NF_EG_24_70_S45_L001_R1_001_trim",0.273177,0.275241,0.241147,0.288916,0.26221,0.302258,0.254606,0.00838856,0.271079285714286,0.0309450424361876
"3400659_NF_EG_24_83_S46_L001_R1_001_trim",0.438969,0.425769,0.415891,0.482495,0.437125,0.497898,0.453557,0.0129606,0.450243428571429,0.0287857616070545
"3400660_NF_EG_24_95_S47_L001_R1_001_trim",0.656819,0.732963,0.686271,0.763325,0.675799,0.803332,0.718085,0.0179197,0.719513428571429,0.0249053030679066
"3400661_NF_EG_24_3_S48_L001_R1_001_trim",0.63654,0.688775,0.646512,0.7425,0.637726,0.747004,0.687444,0.0186403,0.683785857142857,0.0272604351278732
"3400662_NF_EG_24_16_S49_L001_R1_001_trim",0.464699,0.472777,0.453523,0.531794,0.469561,0.550564,0.486623,0.0127823,0.489934428571429,0.0260898178502604
"3400663_NF_EG_24_29_S50_L001_R1_001_trim",0.627733,0.644402,0.600835,0.699374,0.615247,0.727782,0.651858,0.0184185,0.652461571428571,0.0282292487505011
"3400664_NF_EG_24_41_S51_L001_R1_001_trim",0.505093,0.527256,0.48642,0.561234,0.503271,0.596158,0.522649,0.0120161,0.528868714285714,0.0227203834816148
"3400665_NF_EG_24_57_S52_L001_R1_001_trim",0.452346,0.448018,0.421743,0.507215,0.452794,0.515642,0.458985,0.0133952,0.465249,0.0287914643556461
"3400666_NF_EG_24_72_S53_L001_R1_001_trim",0.403681,0.398225,0.415642,0.460804,0.42065,0.48407,0.421602,0.0104603,0.429239142857143,0.0243693991428022
"3400667_NF_EG_24_84_S54_L001_R1_001_trim",0.505977,0.509617,0.496404,0.561421,0.506947,0.590575,0.529015,0.0144528,0.528565142857143,0.027343460300609
"3400668_NF_EG_24_97_S55_L001_R1_001_trim",0.74229,0.822579,0.744401,0.851811,0.768031,0.902884,0.782664,0.0204309,0.802094285714286,0.0254719430918346
"3400669_NF_EG_24_4_S56_L001_R1_001_trim",0.513426,0.557633,0.518524,0.590722,0.536387,0.596764,0.536858,0.011089,0.550044857142857,0.0201601739494493
"3400670_NF_EG_24_17_S57_L001_R1_001_trim",0.454323,0.467126,0.424683,0.499129,0.448204,0.534297,0.460597,0.0123154,0.469765571428571,0.0262160548772199
"3400671_NF_EG_24_30_S58_L001_R1_001_trim",0.709968,0.79427,0.744004,0.822837,0.706717,0.815196,0.840058,0.014723,0.77615,0.0189692714037235
"3400672_NF_EG_24_42_S59_L001_R1_001_trim",0.462301,0.47486,0.455983,0.525625,0.468245,0.568195,0.505442,0.0117659,0.494378714285714,0.0237993660730308
"3400673_NF_EG_24_58_S60_L001_R1_001_trim",0.471226,0.468413,0.451112,0.502504,0.474631,0.537481,0.494817,0.0150459,0.485740571428571,0.0309751766374996
"3400674_NF_EG_24_74_S61_L001_R1_001_trim",0.394212,0.389879,0.35551,0.43074,0.381123,0.44234,0.384917,0.0106521,0.396960142857143,0.0268341801857761
"3400675_NF_EG_24_86_S62_L001_R1_001_trim",0.626881,0.611098,0.628733,0.721434,0.603363,0.720975,0.651773,0.0155312,0.652036714285714,0.0238195176126147
"3400676_NF_EG_24_99_S63_L001_R1_001_trim",0.612982,0.650564,0.538588,0.703086,0.624172,0.714712,0.636252,0.0148192,0.640050857142857,0.0231531601506666
"3400677_NF_EG_24_5_S64_L001_R1_001_trim",0.415367,0.452637,0.424238,0.466559,0.443511,0.481684,0.442838,0.0118078,0.446690571428571,0.0264339584384716
"3400678_NF_EG_24_18_S65_L001_R1_001_trim",0.459192,0.464749,0.44968,0.52133,0.424982,0.523693,0.457045,0.0130353,0.471524428571429,0.0276450152105436
"3400679_NF_EG_24_31_S66_L001_R1_001_trim",0.434672,0.446718,0.419563,0.494825,0.449809,0.51457,0.469732,0.0113893,0.461412714285714,0.0246835417563885
"3400680_NF_EG_24_43_S67_L001_R1_001_trim",0.593288,0.599418,0.55447,0.660971,0.560162,0.695851,0.583124,0.0166663,0.606754857142857,0.0274679300936787
"3400681_NF_EG_24_59_S68_L001_R1_001_trim",0.377747,0.383598,0.36542,0.415829,0.379777,0.42098,0.384069,0.0107222,0.389631428571429,0.0275188273166582
"3400682_NF_EG_24_75_S69_L001_R1_001_trim",0.390319,0.377022,0.378538,0.437274,0.379022,0.453763,0.383785,0.00853753,0.399960428571429,0.0213459367230258
"3400683_NF_EG_24_87_S70_L001_R1_001_trim",0.433226,0.433642,0.42667,0.484978,0.440828,0.508809,0.435473,0.0131456,0.451946571428571,0.0290866240194005
"3400684_NF_EG_24_100_S71_L001_R1_001_trim",0.47471,0.488206,0.468799,0.54038,0.496669,0.559502,0.517117,0.0121816,0.506483285714286,0.0240513366256904
"3400685_NF_EG_24_6_S72_L001_R1_001_trim",0.438132,0.438517,0.415165,0.499014,0.438078,0.511397,0.469307,0.0130139,0.458515714285714,0.0283826695455211
"3400686_NF_EG_24_19_S73_L001_R1_001_trim",0.433361,0.438444,0.421009,0.486213,0.426444,0.525828,0.456082,0.0143495,0.455340142857143,0.0315138039663285
"3400687_NF_EG_24_32_S74_L001_R1_001_trim",0.373216,0.380985,0.352245,0.418665,0.383496,0.438234,0.380535,0.0119772,0.389625142857143,0.0307403159667021
"3400688_NF_EG_24_44_S75_L001_R1_001_trim",0.370222,0.391934,0.357782,0.424519,0.380917,0.428337,0.374118,0.010273,0.389689857142857,0.026361989699501
"3400689_NF_EG_24_60_S76_L001_R1_001_trim",0.383815,0.36391,0.359803,0.416363,0.357591,0.430807,0.39755,0.011521,0.387119857142857,0.0297608086679688
"3400690_NF_EG_24_76_S77_L001_R1_001_trim",0.394995,0.398221,0.381004,0.443544,0.379972,0.45792,0.411177,0.0104564,0.409547571428571,0.0255315883415602
"3400691_NF_EG_24_88_S78_L001_R1_001_trim",0.520647,0.545218,0.507874,0.571217,0.521333,0.583513,0.542203,0.0141572,0.541715,0.0261340372705205
"3400692_NF_EG_24_101_S79_L001_R1_001_trim",0.380098,0.377936,0.36636,0.424343,0.361908,0.430233,0.400214,0.0118362,0.391584571428571,0.0302264207111618
"3400693_NF_EG_24_7_S80_L001_R1_001_trim",0.495418,0.522927,0.502645,0.566603,0.497877,0.578392,0.524163,0.0153177,0.526860714285714,0.0290735285145844
"3400694_NF_EG_24_21_S81_L001_R1_001_trim",0.349536,0.349099,0.327707,0.38944,0.348144,0.418267,0.345673,0.0117647,0.361123714285714,0.0325780322216447
"3400695_NF_EG_24_33_S82_L001_R1_001_trim",0.47032,0.47874,0.451416,0.512622,0.453939,0.523769,0.48029,0.0127611,0.481585142857143,0.0264981181194484
"3400696_NF_EG_24_45_S83_L001_R1_001_trim",0.46138,0.470293,0.478969,0.529116,0.466275,0.519633,0.474123,0.0123389,0.485684142857143,0.0254051942635264
"3400697_NF_EG_24_61_S84_L001_R1_001_trim",0.687477,0.739157,0.721378,0.79443,0.68978,0.819384,0.708957,0.0205215,0.737223285714286,0.0278362070184978
"3400698_NF_EG_24_77_S85_L001_R1_001_trim",0.527117,0.534902,0.518077,0.613371,0.550084,0.62591,0.556741,0.0112983,0.560886,0.0201436655577069
"3400699_NF_EG_24_89_S86_L001_R1_001_trim",0.639206,0.655268,0.603448,0.686274,0.592137,0.729597,0.590577,0.0173883,0.642358142857143,0.027069478597498
"3400700_NF_EG_24_103_S87_L001_R1_001_trim",0.536019,0.539657,0.528789,0.607626,0.527341,0.626103,0.544971,0.0190167,0.558643714285714,0.0340408376818754
"3400701_NF_EG_24_8_S88_L001_R1_001_trim",0.558099,0.580712,0.542803,0.635959,0.560271,0.664848,0.600828,0.0149218,0.591931428571429,0.0252086631656176
"3400702_NF_EG_24_22_S89_L001_R1_001_trim",0.415526,0.424693,0.398794,0.463276,0.402716,0.465079,0.418431,0.0107401,0.426930714285714,0.0251565409576328
"3400703_NF_EG_24_34_S90_L001_R1_001_trim",0.378971,0.395219,0.365434,0.422439,0.378965,0.460114,0.395926,0.0130062,0.399581142857143,0.0325495840644561
"3400704_NF_EG_24_46_S91_L001_R1_001_trim",0.288888,0.294488,0.27351,0.329097,0.298242,0.330069,0.288822,0.00796657,0.300445142857143,0.0265158888049922
"3400705_NF_EG_24_63_S92_L001_R1_001_trim",0.367342,0.378926,0.346857,0.425286,0.384274,0.43388,0.380845,0.0108984,0.388201428571429,0.0280740852502935
"3400706_LO7_S93_L001_R1_001_trim",0.494506,0.472151,0.436059,0.52696,0.472236,0.529959,0.467174,0.000270929,0.485577857142857,0.000557951718791602
"3400709_NF_EG_24_104_S94_L001_R1_001_trim",0.486831,0.518164,0.4912,0.555604,0.514239,0.579031,0.528328,0.0143362,0.524771,0.0273189638909162
"3400710_NF_EG_24_118_S95_L001_R1_001_trim",0.387801,0.412696,0.397481,0.438501,0.406568,0.474277,0.418643,0.0108337,0.419423857142857,0.025829956535615
"3400711_NF_EG_24_137_S96_L001_R1_001_trim",0.524404,0.532787,0.506414,0.594336,0.512001,0.606924,0.53885,0.0156753,0.545102285714286,0.0287566212999081
"3400712_NF_EG_24_153_S97_L001_R1_001_trim",0.491443,0.49268,0.46171,0.543287,0.48329,0.556169,0.470623,0.0135157,0.499886,0.0270375645647208
"3400713_NF_EG_24_167_S98_L001_R1_001_trim",0.582573,0.59044,0.53943,0.655684,0.591264,0.66356,0.594006,0.0136063,0.602422428571429,0.0225859784674115
"3400714_NF_EG_24_187_S99_L001_R1_001_trim",0.69639,0.718595,0.710705,0.801375,0.678074,0.805312,0.722063,0.0174437,0.733216285714286,0.0237906608730147
"3400715_NF_EG_24_169_S100_L001_R1_001_trim",0.519439,0.524169,0.511352,0.586026,0.525858,0.605574,0.52914,0.0122968,0.543079714285714,0.0226427164862406
"3400716_NF_EG_24_220_S101_L001_R1_001_trim",0.422573,0.42221,0.391063,0.468117,0.435011,0.490017,0.415352,0.0110534,0.434906142857143,0.0254155987022487
"3400717_NF_EG_24_105_S102_L001_R1_001_trim",0.417548,0.432416,0.41343,0.468713,0.412084,0.490445,0.42799,0.0120405,0.437518,0.027520010605278
"3400718_NF_EG_24_119_S103_L001_R1_001_trim",0.247701,0.242558,0.219969,0.272412,0.257192,0.274667,0.242712,0.00734395,0.251030142857143,0.0292552516459321
"3400719_NF_EG_24_138_S104_L001_R1_001_trim",0.442068,0.430404,0.413248,0.469058,0.432202,0.486239,0.432541,0.01165,0.44368,0.0262576631806708
"3400720_NF_EG_24_154_S105_L001_R1_001_trim",0.493764,0.51273,0.490848,0.57194,0.507573,0.568291,0.53851,0.0125533,0.526236571428571,0.0238548604972886
"3400721_NF_EG_24_168_S106_L001_R1_001_trim",0.503379,0.537411,0.340667,0.588893,0.54958,0.620452,0.541857,0.0119023,0.526034142857143,0.0226264780748887
"3400722_NF_EG_24_188_S107_L001_R1_001_trim",0.933534,1.00048,1.00445,1.08434,0.950671,1.0425,0.98396,0.0192069,0.999990714285714,0.0192070783514418
"3400723_NF_EG_24_176_S108_L001_R1_001_trim",0.690599,0.715402,0.688286,0.793017,0.687481,0.79449,0.734435,0.0173944,0.729101428571429,0.0238573116419232
"3400724_NF_EG_24_222_S109_L001_R1_001_trim",0.415203,0.426528,0.384812,0.465806,0.409514,0.490753,0.42508,0.0116967,0.431099428571429,0.0271322558667275
"3400725_NF_EG_24_106_S110_L001_R1_001_trim",0.406559,0.40352,0.393764,0.447964,0.409109,0.477809,0.409789,0.0116129,0.421216285714286,0.0275699216622339
"3400726_NF_EG_24_120_S111_L001_R1_001_trim",0.324261,0.306845,0.290068,0.349929,0.31902,0.352705,0.318819,0.00975601,0.323092428571429,0.0301957246201551
"3400727_NF_EG_24_139_S112_L001_R1_001_trim",0.644083,0.681024,0.663527,0.754749,0.678721,0.767156,0.747556,0.0158224,0.705259428571429,0.0224348649007782
"3400728_NF_EG_24_155_S113_L001_R1_001_trim",0.592443,0.622969,0.575312,0.683684,0.590375,0.676215,0.615161,0.0162136,0.622308428571429,0.0260539617585125
"3400729_NF_EG_24_170_S114_L001_R1_001_trim",0.740494,0.727324,0.702409,0.832844,0.754506,0.824798,0.743802,0.015426,0.760882428571429,0.0202738286767413
"3400730_NF_EG_24_116_S115_L001_R1_001_trim",0.490512,0.505098,0.477627,0.536243,0.465078,0.545117,0.496111,0.0124039,0.502255142857143,0.0246964121251976
"3400731_NF_EG_24_181_S116_L001_R1_001_trim",0.694072,0.730826,0.679781,0.763687,0.676674,0.788235,0.706641,0.0200669,0.719988,0.0278711589637605
"3400732_NF_EG_24_223_S117_L001_R1_001_trim",0.464336,0.461984,0.439033,0.503631,0.434404,0.521912,0.477415,0.013195,0.471816428571429,0.0279663852315443
"3400733_NF_EG_24_107_S118_L001_R1_001_trim",0.386906,0.395872,0.373449,0.43763,0.388578,0.447066,0.401071,0.0110634,0.404367428571429,0.027359770392698
"3400734_NF_EG_24_121_S119_L001_R1_001_trim",0.47738,0.493008,0.471773,0.550265,0.498856,0.606462,0.539561,0.0105688,0.519615,0.0203396745667465
"3400735_NF_EG_24_140_S120_L001_R1_001_trim",0.881189,0.955378,0.975224,1.03462,0.917309,1.06648,0.962344,0.0177852,0.970363428571429,0.0183283906589343
"3400736_NF_EG_24_156_S121_L001_R1_001_trim",0.413977,0.467991,0.424151,0.496404,0.443942,0.50287,0.428959,0.00988403,0.454042,0.0217689773192788
"3400737_NF_EG_24_171_S122_L001_R1_001_trim",0.74413,0.770347,0.724666,0.823039,0.763891,0.881542,0.781217,0.0175562,0.784118857142857,0.0223897178853352
"3400738_NF_EG_24_125_S123_L001_R1_001_trim",0.452177,0.496654,0.483746,0.513131,0.464418,0.55652,0.483713,0.011703,0.492908428571429,0.0237427467692492
"3400739_NF_EG_24_182_S124_L001_R1_001_trim",0.479836,0.514007,0.492667,0.568205,0.525649,0.589758,0.534231,0.0110322,0.529193285714286,0.0208472032767935
"3400740_NF_EG_24_225_S125_L001_R1_001_trim",0.468345,0.471501,0.498176,0.526704,0.457084,0.545774,0.481339,0.0148329,0.492703285714286,0.0301051371689075
"3400741_NF_EG_24_108_S126_L001_R1_001_trim",0.36774,0.378186,0.355441,0.419549,0.379106,0.430398,0.386384,0.0099741,0.388114857142857,0.025698835837992
"3400742_NF_EG_24_126_S127_L001_R1_001_trim",0.41752,0.434312,0.399674,0.494099,0.436231,0.500365,0.435448,0.0125081,0.445378428571429,0.0280842070419088
"3400743_NF_EG_24_141_S128_L001_R1_001_trim",0.422118,0.422346,0.403046,0.475591,0.409946,0.481469,0.432273,0.0124332,0.435255571428571,0.0285652862735162
"3400744_NF_EG_24_157_S129_L001_R1_001_trim",0.608248,0.681598,0.607921,0.702482,0.650364,0.74075,0.665993,0.0152456,0.665336571428571,0.0229141169367341
"3400745_NF_EG_24_172_S130_L001_R1_001_trim",0.520323,0.53679,0.517064,0.602982,0.533312,0.615568,0.547737,0.013424,0.553396571428571,0.0242574686817204
"3400746_NF_EG_24_131_S131_L001_R1_001_trim",0.50546,0.524839,0.520609,0.562844,0.501857,0.595247,0.523218,0.0124322,0.533439142857143,0.0233057513054107
"3400747_NF_EG_24_183_S132_L001_R1_001_trim",0.494388,0.521975,0.514684,0.581208,0.519892,0.600458,0.532151,0.0142671,0.537822285714286,0.0265275359146781
"3400748_NF_EG_24_226_S133_L001_R1_001_trim",0.430099,0.442849,0.412013,0.496781,0.435111,0.504211,0.446852,0.0116953,0.452559428571429,0.0258425728459972
"3400749_NF_EG_24_109_S134_L001_R1_001_trim",1.01803,1.13468,1.09931,1.16671,1.07192,1.20914,1.13763,0.0228225,1.11963142857143,0.0203839401231528
"3400750_NF_EG_24_127_S135_L001_R1_001_trim",0.423964,0.448026,0.436603,0.506967,0.451017,0.524179,0.455112,0.0112685,0.463695428571429,0.0243015119530431
"3400751_NF_EG_24_142_S136_L001_R1_001_trim",0.457314,0.482741,0.465547,0.508213,0.472507,0.535803,0.481977,0.0114584,0.486300285714286,0.0235623961914185
"3400752_NF_EG_24_159_S137_L001_R1_001_trim",0.6207,0.684846,0.655521,0.721059,0.606394,0.755579,0.648329,0.0183336,0.670346857142857,0.0273494233688828
"3400753_NF_EG_24_175_S138_L001_R1_001_trim",0.647496,0.648647,0.649063,0.728168,0.645232,0.72681,0.651913,0.0147864,0.671047,0.0220348202137853
"3400754_NF_EG_24_143_S139_L001_R1_001_trim",0.368388,0.377966,0.354176,0.396717,0.356407,0.406458,0.365923,0.0147198,0.375147857142857,0.0392373292815975
"3400755_NF_EG_24_189_S140_L001_R1_001_trim",0.510459,0.532678,0.549806,0.596351,0.517668,0.608284,0.583429,0.012932,0.556953571428571,0.0232191706156579
"3400756_NF_EG_24_229_S141_L001_R1_001_trim",0.501955,0.506384,0.497496,0.564314,0.474432,0.582022,0.523407,0.0122812,0.52143,0.0235529217728171
"3400757_NF_EG_24_111_S142_L001_R1_001_trim",0.458417,0.457426,0.42029,0.495251,0.475954,0.556906,0.492333,0.0106819,0.479511,0.0222766526732442
"3400758_NF_EG_24_129_S143_L001_R1_001_trim",0.59853,0.646441,0.594818,0.676504,0.639446,0.711963,0.638564,0.013472,0.643752285714286,0.0209273043357849
"3400759_NF_EG_24_144_S144_L001_R1_001_trim",0.413143,0.41642,0.414647,0.495078,0.442673,0.489559,0.434728,0.0114416,0.443749714285714,0.02578390392525
"3400760_NF_EG_24_160_S145_L001_R1_001_trim",0.541735,0.588175,0.553653,0.603779,0.559654,0.638405,0.567874,0.0133321,0.579039285714286,0.0230245172113908
"3400761_NF_EG_24_177_S146_L001_R1_001_trim",0.497467,0.518877,0.52503,0.581069,0.507205,0.613005,0.554973,0.0116965,0.542518,0.0215596533202585
"3400762_NF_EG_24_146_S147_L001_R1_001_trim",0.257183,0.261365,0.241625,0.276572,0.261217,0.295917,0.261718,0.00949579,0.265085285714286,0.0358216412292109
"3400763_NF_EG_24_190_S148_L001_R1_001_trim",0.398397,0.407242,0.390336,0.449884,0.401421,0.461154,0.420616,0.0128342,0.418435714285714,0.0306718560625459
"3400764_NF_EG_24_233_S149_L001_R1_001_trim",0.341662,0.346458,0.332908,0.394173,0.348305,0.400645,0.37249,0.0078218,0.362377285714286,0.0215846862051035
"3400766_NF_EG_24_132_S150_L001_R1_001_trim",0.687423,0.742517,0.705265,0.805188,0.707954,0.809204,0.730197,0.0167487,0.741106857142857,0.0225995749986314
"3400767_NF_EG_24_145_S151_L001_R1_001_trim",0.508144,0.520177,0.491879,0.553267,0.501258,0.573521,0.520925,0.0124851,0.524167285714286,0.0238189225849654
"3400768_NF_EG_24_161_S152_L001_R1_001_trim",0.474267,0.50256,0.469749,0.540986,0.478163,0.548133,0.495232,0.0130551,0.501298571428571,0.0260425637415968
"3400769_NF_EG_24_178_S153_L001_R1_001_trim",0.757875,0.796904,0.75778,0.848972,0.730664,0.84779,0.738397,0.0149088,0.782626,0.0190497121230319
"3400770_NF_EG_24_150_S154_L001_R1_001_trim",0.321541,0.325758,0.30474,0.362335,0.32262,0.375957,0.336317,0.010164,0.335609714285714,0.030285178191675
"3400771_NF_EG_24_208_S155_L001_R1_001_trim",0.407974,0.422253,0.409619,0.451202,0.408926,0.482154,0.430204,0.0117172,0.430333142857143,0.0272282072494001
"3400772_NF_EG_24_234_S156_L001_R1_001_trim",0.420119,0.432892,0.418878,0.480623,0.433339,0.49414,0.421265,0.0102613,0.443036571428571,0.0231612933598516
"3400773_NF_EG_24_113_S157_L001_R1_001_trim",0.411694,0.428085,0.417768,0.470403,0.417863,0.465936,0.419649,0.0104808,0.433056857142857,0.0242019028844117
"3400774_NF_EG_24_133_S158_L001_R1_001_trim",0.724512,0.747505,0.73846,0.806785,0.692967,0.815565,0.764934,0.0239027,0.755818285714286,0.0316249294993052
"3400775_NF_EG_24_147_S159_L001_R1_001_trim",0.616234,0.647378,0.645161,0.714912,0.655524,0.727663,0.666374,0.0163512,0.667606571428571,0.024492269399043
"3400776_NF_EG_24_162_S160_L001_R1_001_trim",1.30613,1.17747,1.17114,1.26654,1.15741,1.29093,1.1613,0.0233576,1.21870285714286,0.0191659516206927
