"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3019251_R_36_DIV_22_2_S8_L001_R1_001",0.312524,0.298145,0.289711,0.342469,0.306585,0.338085,0.308406,0.00878215,0.313703571428571,0.0279950590297938
"3019252_R_93_DIV_22_3_S20_L001_R1_001",0.289811,0.286357,0.269847,0.320844,0.294644,0.330909,0.306687,0.0078886,0.299871285714286,0.0263066201260636
"3019253_R_191_DIV_22_3_S32_L001_R1_001",0.315069,0.314411,0.286415,0.369922,0.320522,0.364352,0.330236,0.00885454,0.328703857142857,0.0269377429183977
"3019254_R_233_DIV_22_3_S44_L001_R1_001",0.347647,0.353779,0.339477,0.381346,0.34338,0.39961,0.347339,0.00972063,0.358939714285714,0.0270815114993445
"3019255_R_242_DIV_22_3_S56_L001_R1_001",0.365936,0.357911,0.310118,0.397015,0.365152,0.41572,0.381531,0.011005,0.370483285714286,0.0297044439637339
"3019256_R_612_DIV_22_3_S68_L001_R1_001",0.326952,0.327524,0.313899,0.374226,0.333176,0.378771,0.346421,0.008818,0.342995571428571,0.0257087867440188
"3019257_R_944_DIV_22_2_S80_L001_R1_001",0.383248,0.365904,0.340684,0.468997,0.376226,0.423188,0.369992,0.0106572,0.389748428571429,0.0273437920944609
"3019258_R_1038_DIV_22_1_S91_L001_R1_001",0.324167,0.323638,0.294718,0.344078,0.300542,0.360193,0.304797,0.0096671,0.321733285714286,0.0300469377252587
"3019259_R_36_DIV_22_3_S9_L001_R1_001",0.279131,0.270371,0.244774,0.29172,0.277193,0.316985,0.265423,0.00774545,0.277942428571429,0.0278671019743554
"3019260_R_93_DIV_22_4_S21_L001_R1_001",0.36518,0.367685,0.370917,0.40713,0.380098,0.422739,0.370482,0.00932611,0.383461571428571,0.0243208464547202
"3019261_R_191_DIV_22_4_S33_L001_R1_001",0.320196,0.33523,0.317004,0.386383,0.346948,0.391764,0.335838,0.00938057,0.347623285714286,0.0269848723762135
"3019262_R_233_DIV_22_4_S45_L001_R1_001",0.343732,0.339953,0.322937,0.385509,0.355876,0.391982,0.359798,0.00925907,0.357112428571429,0.0259276050319487
"3019263_R_242_DIV_22_4_S57_L001_R1_001",0.285952,0.285318,0.241087,0.308252,0.29544,0.320144,0.292465,0.00885059,0.289808285714286,0.03053946500593
"3019264_R_612_DIV_22_4_S69_L001_R1_001",0.367601,0.361404,0.340838,0.41155,0.365095,0.423314,0.365683,0.00929701,0.376497857142857,0.0246933941949964
"3019265_R_944_DIV_22_3_S81_L001_R1_001",0.381147,0.375021,0.363819,0.43176,0.386351,0.450002,0.398913,0.0108767,0.398144714285714,0.0273184588661768
"3019266_R_1038_DIV_22_2_S92_L001_R1_001",0.377976,0.370507,0.346438,0.400757,0.365705,0.403681,0.37651,0.0113329,0.377367714285714,0.0300314509455347
"3019267_R_36_DIV_22_5_S10_L001_R1_001",0.309676,0.307153,0.286011,0.337581,0.299735,0.342857,0.307433,0.0100449,0.312920857142857,0.032100448949666
"3019268_R_93_DIV_22_5_S22_L001_R1_001",0.317172,0.317569,0.297756,0.354745,0.333452,0.377589,0.346938,0.00821376,0.335031571428571,0.0245163760686093
"3019269_R_191_DIV_22_5_S34_L001_R1_001",0.315833,0.310842,0.288893,0.349011,0.320013,0.37138,0.319318,0.0088855,0.325041428571429,0.0273365153452966
"3019270_R_233_DIV_22_5_S46_L001_R1_001",0.26167,0.252313,0.22191,0.293682,0.266221,0.287393,0.254389,0.00685609,0.262511142857143,0.0261173294412536
"3019271_R_242_DIV_22_5_S58_L001_R1_001",0.332353,0.315868,0.313162,0.358545,0.317941,0.380086,0.342503,0.010175,0.337208285714286,0.0301742288996458
"3019272_R_612_DIV_22_5_S70_L001_R1_001",0.417922,0.420107,0.384564,0.461565,0.415892,0.475866,0.408309,0.0110473,0.426317857142857,0.025913294071325
"3019273_R_944_DIV_22_4_S82_L001_R1_001",0.352569,0.359542,0.328679,0.402109,0.36923,0.391072,0.358392,0.00977556,0.365941857142857,0.0267134240295004
"3019274_R_1038_DIV_22_3_S93_L001_R1_001",0.334077,0.323789,0.301522,0.378552,0.328817,0.398674,0.324176,0.0108972,0.341372428571429,0.0319217344107211
"3019275_R_36_DIV_22_6_S11_L001_R1_001",0.28407,0.276436,0.260636,0.322474,0.296077,0.315907,0.284556,0.00893601,0.291450857142857,0.0306604347902807
"3019276_R_93_DIV_22_6_S23_L001_R1_001",0.325892,0.319723,0.307601,0.347181,0.323502,0.371703,0.319205,0.00801336,0.330686714285714,0.0242324824488608
"3019277_R_191_DIV_22_6_S35_L001_R1_001",0.296548,0.317333,0.298949,0.366493,0.33344,0.362766,0.319555,0.00828033,0.327869142857143,0.0252549841312998
"3019278_R_233_DIV_22_6_S47_L001_R1_001",0.368907,0.364756,0.362529,0.425216,0.379269,0.415939,0.389608,0.00971016,0.386603428571429,0.0251165904965738
"3019279_R_242_DIV_22_6_S59_L001_R1_001",0.324209,0.331866,0.31458,0.357436,0.345333,0.380616,0.336481,0.00850424,0.341503,0.0249023873875193
"3019280_LO7_S71_L001_R1_001",0.404441,0.386752,0.3559,0.441611,0.394413,0.435281,0.372263,0.000452247,0.398665857142857,0.00113440113292156
"3019283_R_1201_DIV_22_2_S94_L001_R1_001",0.251894,0.247729,0.232608,0.284011,0.256262,0.290404,0.25052,0.00667687,0.259061142857143,0.0257733364655228
"3019284_R_1148_DIV_22_2_S105_L001_R1_001",0.283693,0.310226,0.292287,0.322278,0.303476,0.329916,0.307292,0.0109035,0.307024,0.0355135103444682
"3019286_R_1248_DIV_22_2_S126_L001_R1_001",0.359911,0.35054,0.346547,0.391466,0.351878,0.39725,0.334472,0.00963661,0.361723428571429,0.0266408234546994
"3019287_R_1319_DIV_22_2_S136_L001_R1_001",0.24314,0.231565,0.228095,0.267641,0.245094,0.270337,0.239714,0.00672063,0.246512285714286,0.0272628602689173
"3019288_R_1429_DIV_22_2_S146_L001_R1_001",0.233202,0.224616,0.215402,0.281227,0.229357,0.275627,0.235493,0.00669013,0.242132,0.0276300943287133
"3019289_R_1554_DIV_22_1_S156_L001_R1_001",0.285431,0.271199,0.246486,0.299985,0.275513,0.315953,0.274193,0.00800172,0.281251428571429,0.0284504154899531
"3019290_R_1890_DIV_22_6_S166_L001_R1_001",0.296817,0.290078,0.26199,0.320222,0.292234,0.3314,0.278994,0.0088315,0.295962142857143,0.0298399650534455
"3019291_R_1038_DIV_22_4_S95_L001_R1_001",0.33082,0.323046,0.303044,0.350123,0.32253,0.357619,0.331356,0.00973879,0.331219714285714,0.0294028090115409
"3019292_R_1148_DIV_22_3_S106_L001_R1_001",0.249193,0.285204,0.285179,0.334589,0.286149,0.343518,0.288803,0.215259,0.296090714285714,0.727003548622888
"3019293_R_1201_DIV_22_3_S116_L001_R1_001",0.340904,0.34948,0.330281,0.403257,0.339882,0.400238,0.346937,0.00866275,0.358711285714286,0.0241496444215583
"3019294_R_1248_DIV_22_3_S127_L001_R1_001",0.381693,0.405834,0.399457,0.427371,0.387414,0.423623,0.379933,0.00959564,0.400760714285714,0.0239435644711397
"3019295_R_1319_DIV_22_3_S137_L001_R1_001",0.277177,0.253662,0.233757,0.311051,0.264749,0.294993,0.260658,0.00666616,0.270863857142857,0.0246107401346064
"3019296_R_1429_DIV_22_3_S147_L001_R1_001",0.36492,0.39661,0.357436,0.429396,0.362383,0.426196,0.351607,0.0103263,0.384078285714286,0.0268859250420673
"3019297_R_1554_DIV_22_2_S157_L001_R1_001",0.279746,0.268795,0.250224,0.294165,0.271805,0.309438,0.279674,0.0075667,0.279121,0.0271090315669548
"3019298_R_1968_DIV_22_1_S167_L001_R1_001",0.308412,0.330463,0.306161,0.359965,0.324806,0.374574,0.332864,0.00903958,0.333892142857143,0.0270733534567407
"3019299_R_1038_DIV_22_5_S96_L001_R1_001",0.277186,0.273665,0.237218,0.297719,0.269915,0.303913,0.249152,0.00899792,0.272681142857143,0.0329979547016714
"3019300_R_1148_DIV_22_4_S107_L001_R1_001",0.326225,0.338449,0.323484,0.37542,0.334102,0.389889,0.339873,0.0124779,0.346777428571429,0.0359824457185795
"3019301_R_1201_DIV_22_4_S117_L001_R1_001",0.309165,0.323174,0.299406,0.365633,0.317658,0.351967,0.328179,0.00797844,0.327883142857143,0.0243331814209069
"3019302_R_1248_DIV_22_4_S128_L001_R1_001",0.329415,0.32159,0.315973,0.362443,0.328284,0.360786,0.336077,0.00920019,0.336366857142857,0.0273516543162058
"3019303_R_1319_DIV_22_4_S138_L001_R1_001",0.207919,0.198917,0.180506,0.226251,0.212956,0.236222,0.207872,0.00537645,0.210091857142857,0.0255909489930595
"3019304_R_1429_DIV_22_4_S148_L001_R1_001",0.22316,0.213433,0.196467,0.241292,0.209985,0.258348,0.216835,0.00655327,0.222788571428571,0.0294147494100749
"3019305_R_1554_DIV_22_3_S158_L001_R1_001",0.254031,0.231264,0.217596,0.268269,0.239707,0.28701,0.244667,0.0073507,0.248934857142857,0.0295286087467519
"3019306_R_1968_DIV_22_2_S168_L001_R1_001",0.292074,0.284332,0.277342,0.326845,0.301372,0.342476,0.282343,0.00879356,0.300969142857143,0.0292174802922369
"3019307_R_1038_DIV_22_6_S97_L001_R1_001",0.345408,0.360322,0.340059,0.402611,0.354215,0.383483,0.371735,0.0104678,0.365404714285714,0.0286471399813827
"3019308_R_1148_DIV_22_5_S108_L001_R1_001",0.299893,0.295526,0.2841,0.335608,0.303355,0.358725,0.302712,0.22209,0.311417,0.7131595256521
"3019309_R_1201_DIV_22_5_S118_L001_R1_001",0.327305,0.313664,0.302341,0.355741,0.320798,0.368905,0.320969,0.00836203,0.329960428571429,0.0253425237571778
"3019310_R_1248_DIV_22_5_S129_L001_R1_001",0.390337,0.421163,0.399359,0.416402,0.387435,0.43623,0.413693,0.00960542,0.409231285714286,0.0234718613539881
"3019311_R_1319_DIV_22_5_S139_L001_R1_001",0.358334,0.331825,0.336789,0.377489,0.354497,0.384346,0.331823,0.00932867,0.353586142857143,0.0263830192117257
"3019312_R_1429_DIV_22_5_S149_L001_R1_001",0.366816,0.368967,0.345422,0.409461,0.370589,0.418375,0.362998,0.0100404,0.377518285714286,0.0265957978194434
"3019313_R_1554_DIV_22_4_S159_L001_R1_001",0.321122,0.310332,0.282968,0.340399,0.311058,0.354596,0.324834,0.00816954,0.320758428571429,0.0254694476350471
"3019314_R_1968_DIV_22_3_S169_L001_R1_001",0.369985,0.393027,0.368572,0.420779,0.379957,0.435406,0.387528,0.0111979,0.393607714285714,0.0284493915987419
"3019315_R_36_DIV_22_4_S98_L001_R1_001",0.310232,0.293869,0.286199,0.336261,0.313256,0.340302,0.280724,0.00863296,0.308691857142857,0.0279662705712539
"3019316_R_1148_DIV_22_6_S109_L001_R1_001",0.337978,0.341982,0.332192,0.379302,0.344731,0.409969,0.346063,0.0125423,0.356031,0.0352281121587727
"3019317_R_1201_DIV_22_6_S119_L001_R1_001",0.307573,0.31388,0.282231,0.342899,0.31387,0.343641,0.310803,0.00872583,0.316413857142857,0.0275772688301081
"3019318_R_1248_DIV_22_6_S130_L001_R1_001",0.232975,0.22479,0.231085,0.264695,0.236407,0.267087,0.238804,0.00645365,0.242263285714286,0.026638993114339
"3019319_R_1319_DIV_22_6_S140_L001_R1_001",0.327087,0.326249,0.336042,0.376999,0.336477,0.377383,0.341877,0.0086162,0.346016285714286,0.0249011400784604
"3019320_R_1429_DIV_22_6_S150_L001_R1_001",0.361558,0.348963,0.345661,0.39375,0.329339,0.418129,0.354989,0.00900188,0.364627,0.0246879139504206
"3019321_R_1554_DIV_22_5_S160_L001_R1_001",0.321717,0.333563,0.316888,0.360633,0.331287,0.387678,0.324763,0.00886758,0.339504142857143,0.0261192099907049
"3019322_R_1968_DIV_22_4_S170_L001_R1_001",0.28914,0.281957,0.262808,0.315183,0.289668,0.328145,0.282636,0.00858198,0.292791,0.0293109419346906
"3019323_R_1084_DIV_22_1_S99_L001_R1_001",0.334685,0.338387,0.308084,0.380583,0.33826,0.385435,0.335573,0.00976229,0.345858142857143,0.0282262835258221
"3019324_R_1185_DIV_22_1_S110_L001_R1_001",0.33215,0.341973,0.318623,0.37733,0.348767,0.392774,0.354759,0.00827102,0.352339428571429,0.0234745797072304
"3019325_R_1213_DIV_22_1_S120_L001_R1_001",0.346573,0.351208,0.335268,0.388955,0.36167,0.402055,0.359775,0.00939012,0.363643428571429,0.02582232830905
"3019326_R_1257_DIV_22_1_S131_L001_R1_001",0.314477,0.329451,0.297391,0.347691,0.320701,0.370346,0.317813,0.00830803,0.328267142857143,0.0253087467959458
"3019327_R_1384_DIV_22_1_S141_L001_R1_001",0.247907,0.245247,0.221473,0.272384,0.240113,0.287115,0.249415,0.00789651,0.251950571428571,0.0313415046261909
"3019328_R_1450_DIV_22_1_S151_L001_R1_001",0.324793,0.329037,0.297163,0.368711,0.326054,0.386617,0.321542,0.00987029,0.336273857142857,0.0293519397667802
"3019329_R_1554_DIV_22_6_S161_L001_R1_001",0.347007,0.356261,0.358537,0.401615,0.347187,0.407232,0.334743,0.0104596,0.364654571428571,0.0286835839162072
"3019330_R_1968_DIV_22_5_S171_L001_R1_001",0.343186,0.346627,0.3321,0.378358,0.342744,0.393782,0.351904,0.0105448,0.355528714285714,0.0296594890266046
"3019331_R_1084_DIV_22_2_S100_L001_R1_001",0.325763,0.32952,0.299406,0.374216,0.331895,0.377381,0.327774,0.0103828,0.337993571428571,0.0307189274521282
"3019332_R_1185_DIV_22_2_S111_L001_R1_001",0.345792,0.349062,0.329414,0.386822,0.360237,0.404938,0.366708,0.00849819,0.363281857142857,0.0233928280009265
"3019333_R_1213_DIV_22_2_S121_L001_R1_001",0.321257,0.321303,0.30858,0.360308,0.336778,0.371914,0.333712,0.00892158,0.336264571428571,0.026531430183376
"3019334_R_1257_DIV_22_2_S132_L001_R1_001",0.376844,0.391723,0.359453,0.417433,0.384603,0.443748,0.383756,0.0105448,0.393937142857143,0.0267677221891817
"3019335_R_1384_DIV_22_2_S142_L001_R1_001",0.284445,0.282234,0.254883,0.312593,0.274596,0.328627,0.285703,0.009115,0.289011571428571,0.0315385295991609
"3019336_R_1450_DIV_22_2_S152_L001_R1_001",0.324777,0.327609,0.298434,0.367632,0.326343,0.381441,0.322709,0.00986075,0.335563571428571,0.0293856390847806
"3019337_R_1890_DIV_22_1_S162_L001_R1_001",0.358636,0.366856,0.368774,0.413384,0.358401,0.420641,0.343464,0.0106261,0.375736571428571,0.0282807179498098
"3019338_R_1968_DIV_22_6_S172_L001_R1_001",0.328553,0.330441,0.314553,0.361837,0.326071,0.378786,0.333288,0.0102415,0.339075571428571,0.0302041812002297
"3019339_R_1084_DIV_22_3_S101_L001_R1_001",0.354479,0.323376,0.285733,0.361667,0.336413,0.37929,0.346563,0.00741331,0.341074428571429,0.0217351679838628
"3019340_R_1185_DIV_22_3_S112_L001_R1_001",0.383941,0.410178,0.380312,0.431455,0.391916,0.436728,0.398999,0.00907682,0.404789857142857,0.0224235361628556
"3019341_R_1213_DIV_22_3_S122_L001_R1_001",0.248799,0.258244,0.235797,0.272921,0.254612,0.297688,0.259822,0.00747453,0.261126142857143,0.028624211724711
"3019342_R_1257_DIV_22_3_S133_L001_R1_001",0.332083,0.324839,0.317586,0.362056,0.341371,0.371279,0.32085,0.0092358,0.338580571428571,0.0272779975561841
"3019343_R_1384_DIV_22_3_S143_L001_R1_001",0.28232,0.291457,0.2649,0.318614,0.297636,0.325471,0.274233,0.00857011,0.293518714285714,0.0291978316301078
"3019344_R_1450_DIV_22_3_S153_L001_R1_001",0.326382,0.329483,0.309437,0.369712,0.32974,0.374743,0.333584,0.010434,0.339011571428571,0.0307777104953434
"3019345_R_1890_DIV_22_2_S163_L001_R1_001",0.350538,0.330659,0.310143,0.370381,0.331865,0.407662,0.343174,0.0119321,0.349203142857143,0.0341695091927662
"3019346_R_1972_DIV_22_1_S173_L001_R1_001",0.36144,0.371409,0.34269,0.390821,0.374634,0.434196,0.38999,0.0102276,0.38074,0.0268624258023848
"3019347_R_1084_DIV_22_4_S102_L001_R1_001",0.242305,0.280197,0.274524,0.326658,0.27655,0.333557,0.281675,0.205308,0.287923714285714,0.713063877038858
"3019348_R_1185_DIV_22_4_S113_L001_R1_001",0.268874,0.251973,0.243553,0.293373,0.265635,0.303443,0.259582,0.00714401,0.269490428571429,0.0265093273919614
"3019349_R_1213_DIV_22_4_S123_L001_R1_001",0.259907,0.257996,0.253444,0.297466,0.276737,0.294967,0.251764,0.00691777,0.270325857142857,0.0255904857682342
"3019350_R_1257_DIV_22_4_S134_L001_R1_001",0.29306,0.277904,0.25769,0.305743,0.27682,0.323624,0.281081,0.00859967,0.287988857142857,0.0298611206187541
"3019351_R_1384_DIV_22_4_S144_L001_R1_001",0.355437,0.374006,0.368602,0.417365,0.385339,0.426537,0.393978,0.0104268,0.388752,0.0268212124953698
