"Sample","chr1R","chr2R","chr3R","chr4R","chr5R","chr6R","chr7R","chrB","mean_A_cov","ratio_B_cov"
"3235012_NF_EG_23_154_S130_L001_R1_001_trim",0.239352,0.241435,0.218975,0.264124,0.245476,0.276514,0.232005,0.00976998,0.245411571428571,0.0398105922354342
"3235013_NF_EG_23_168_S142_L001_R1_001_trim",0.317663,0.320694,0.297379,0.349223,0.302771,0.36389,0.321734,0.0110806,0.324764857142857,0.0341188393888501
"3235014_NF_EG_23_180_S154_L001_R1_001_trim",0.233835,0.228607,0.216253,0.257673,0.24247,0.276036,0.225691,0.00779759,0.240080714285714,0.0324790353244296
"3235015_NF_EG_23_192_S166_L001_R1_001_trim",0.450174,0.463806,0.43975,0.520233,0.452689,0.541134,0.475218,0.0128517,0.477572,0.0269104972653338
"3235016_NF_EG_23_296_S177_L001_R1_001_trim",0.285634,0.275002,0.264387,0.32684,0.297802,0.32764,0.282192,0.00761627,0.294213857142857,0.0258868500415393
"3235017_NF_EG_23_119_S96_L001_R1_001_trim",0.228882,0.223887,0.205917,0.2616,0.231176,0.253587,0.225867,0.00626349,0.232988,0.0268833158789294
"3235018_NF_EG_23_131_S108_L001_R1_001_trim",0.256366,0.271535,0.237592,0.293498,0.264347,0.308682,0.263649,0.0102376,0.270809857142857,0.0378036461006642
"3235019_NF_EG_23_143_S119_L001_R1_001_trim",0.269182,0.26139,0.249792,0.297433,0.269968,0.298375,0.271014,0.00669502,0.273879142857143,0.024445161943172
"3235020_NF_EG_23_156_S131_L001_R1_001_trim",0.273581,0.264068,0.244256,0.295379,0.274585,0.300007,0.265767,0.00824006,0.273949,0.0300788102895064
"3235021_NF_EG_23_169_S143_L001_R1_001_trim",0.234189,0.227764,0.207983,0.263606,0.23334,0.263271,0.234323,0.00681629,0.237782285714286,0.0286660967175255
"3235022_NF_EG_23_181_S155_L001_R1_001_trim",0.267624,0.272153,0.256875,0.298782,0.273191,0.31126,0.265048,0.00798217,0.277847571428571,0.0287285937356197
"3235023_NF_EG_23_260_S167_L001_R1_001_trim",0.213577,0.218529,0.205498,0.232454,0.211323,0.238146,0.215003,0.00550447,0.219218571428571,0.0251095058421797
"3235024_NF_EG_23_297_S178_L001_R1_001_trim",0.272084,0.272548,0.249713,0.304242,0.275216,0.312702,0.278738,0.00897651,0.280749,0.0319734353461633
"3235025_NF_EG_23_120_S97_L001_R1_001_trim",0.246837,0.246236,0.226567,0.272212,0.248432,0.289721,0.251655,0.0101412,0.254522857142857,0.0398439657398157
"3235027_NF_EG_23_144_S120_L001_R1_001_trim",0.282399,0.279613,0.256757,0.312614,0.285086,0.335069,0.285682,0.00751363,0.291031428571429,0.0258172460509911
"3235028_NF_EG_23_157_S132_L001_R1_001_trim",0.202578,0.191627,0.187493,0.227987,0.211363,0.22906,0.202998,0.00579635,0.207586571428571,0.0279225672456104
"3235029_NF_EG_23_170_S144_L001_R1_001_trim",0.000478751,0.00022503,0.000275171,0.000562747,0.000313697,0.000467419,0.000393416,0,0.000388033,0
"3235030_NF_EG_23_155_S156_L001_R1_001_trim",0.240878,0.236521,0.221503,0.270593,0.245196,0.27533,0.244221,0.00917691,0.247748857142857,0.0370411799506643
"3235031_NF_EG_23_265_S168_L001_R1_001_trim",0.353688,0.356907,0.344982,0.401555,0.351768,0.415688,0.356906,0.00973064,0.368784857142857,0.0263856820895187
"3235032_NF_EG_23_299_S179_L001_R1_001_trim",0.336812,0.321115,0.304362,0.366283,0.333381,0.364705,0.334433,0.00975135,0.337298714285714,0.0289101309521742
"3235033_NF_EG_23_121_S98_L001_R1_001_trim",0.307618,0.302702,0.284886,0.345994,0.320316,0.35083,0.306867,0.00955747,0.317030428571429,0.0301468538621574
"3235034_NF_EG_23_133_S109_L001_R1_001_trim",0.285404,0.301906,0.274387,0.328924,0.298215,0.34655,0.291409,0.00873909,0.303827857142857,0.0287632940645431
"3235035_NF_EG_23_145_S121_L001_R1_001_trim",0.231624,0.241971,0.217401,0.271194,0.25008,0.285346,0.24005,0.0101717,0.248238,0.0409755960006123
"3235036_NF_EG_23_158_S133_L001_R1_001_trim",0.225419,0.239568,0.232487,0.254987,0.220304,0.257444,0.238031,0.00704695,0.23832,0.0295692766028869
"3235037_NF_EG_23_171_S145_L001_R1_001_trim",0.226316,0.22266,0.19867,0.256003,0.229563,0.265586,0.227158,0.00713423,0.232279428571429,0.0307139984107811
"3235038_NF_EG_23_183_S157_L001_R1_001_trim",0.307178,0.331105,0.276265,0.389651,0.344178,0.395031,0.344386,0.0101396,0.341113428571429,0.0297250097789005
"3235039_NF_EG_23_284_S169_L001_R1_001_trim",0.0119956,0.0114866,0.00973368,0.0123215,0.0124033,0.0136225,0.0119214,0.000414773,0.0119263685714286,0.0347778116629442
"3235040_NF_EG_23_300_S180_L001_R1_001_trim",0.214448,0.21914,0.196959,0.242858,0.211049,0.255568,0.220878,0.00664451,0.222985714285714,0.0297979178678967
"3235041_NF_EG_23_122_S99_L001_R1_001_trim",0.284376,0.279751,0.253413,0.301352,0.280337,0.308514,0.273019,0.00731648,0.282966,0.025856392640812
"3235042_NF_EG_23_134_S110_L001_R1_001_trim",0.245673,0.243172,0.233148,0.27244,0.252695,0.273234,0.258537,0.00727878,0.254128428571429,0.0286421320153646
"3235043_NF_EG_23_146_S122_L001_R1_001_trim",0.258898,0.260514,0.235618,0.293103,0.263167,0.307162,0.265798,0.00820259,0.26918,0.0304725091017163
"3235044_NF_EG_23_159_S134_L001_R1_001_trim",0.284223,0.264267,0.252353,0.304691,0.271817,0.314245,0.266716,0.00738119,0.279758857142857,0.0263841155035561
"3235045_NF_EG_23_172_S146_L001_R1_001_trim",0.223078,0.223142,0.212635,0.270346,0.234916,0.260758,0.223288,0.00743915,0.235451857142857,0.0315952062993769
"3235046_NF_EG_23_184_S158_L001_R1_001_trim",0.407893,0.38981,0.388599,0.421147,0.404429,0.454351,0.42306,0.0107503,0.412755571428571,0.0260451965864266
"3235047_NF_EG_23_285_S170_L001_R1_001_trim",0.195703,0.18063,0.164546,0.20107,0.193775,0.203867,0.182715,0.00556033,0.188900857142857,0.0294351761241347
"3235048_NF_EG_23_301_S181_L001_R1_001_trim",0.288497,0.293712,0.262529,0.325327,0.28526,0.339606,0.279959,0.0102273,0.296412857142857,0.034503564044359
"3235049_NF_EG_23_123_S100_L001_R1_001_trim",0.256584,0.247351,0.232812,0.286167,0.268916,0.290703,0.25915,0.00717823,0.263097571428571,0.0272835281641846
"3235050_NF_EG_23_135_S111_L001_R1_001_trim",0.21612,0.206594,0.203447,0.241583,0.22221,0.242973,0.219983,0.00601351,0.221844285714286,0.0271068960854138
"3235051_NF_EG_23_147_S123_L001_R1_001_trim",0.228466,0.207397,0.185615,0.244654,0.232522,0.249872,0.220293,0.00631167,0.224117,0.0281623883953471
"3235052_NF_EG_23_160_S135_L001_R1_001_trim",0.268121,0.263461,0.250142,0.310129,0.26079,0.310963,0.276837,0.00785462,0.277206142857143,0.0283349420725061
"3235053_NF_EG_23_173_S147_L001_R1_001_trim",0.217188,0.223538,0.196816,0.243383,0.22943,0.258342,0.231995,0.00666663,0.228670285714286,0.0291538971894656
"3235054_NF_EG_23_185_S159_L001_R1_001_trim",0.306646,0.29615,0.265778,0.325447,0.30413,0.333841,0.295934,0.00903912,0.303989428571429,0.0297349813856309
"3235055_NF_EG_23_289_S171_L001_R1_001_trim",0.247267,0.249357,0.224686,0.277124,0.250903,0.28741,0.24052,0.008305,0.253895285714286,0.0327103355882937
"3235056_NF_EG_23_302_S182_L001_R1_001_trim",0.252525,0.266267,0.253407,0.290646,0.269756,0.303509,0.267406,0.00812299,0.271930857142857,0.029871527215952
"3235057_NF_EG_23_124_S101_L001_R1_001_trim",0.206789,0.212985,0.189618,0.235033,0.211338,0.236932,0.21721,0.00615968,0.215700714285714,0.0285566045545912
"3235058_NF_EG_23_136_S112_L001_R1_001_trim",0.263721,0.258503,0.23724,0.294676,0.269685,0.299462,0.261334,0.00749873,0.269231571428571,0.0278523427256727
"3235059_NF_EG_23_148_S124_L001_R1_001_trim",0.221454,0.228118,0.199606,0.256332,0.233267,0.264213,0.230006,0.00913082,0.233285142857143,0.0391401693574265
"3235060_NF_EG_23_161_S136_L001_R1_001_trim",0.256625,0.247194,0.238325,0.277029,0.253827,0.291284,0.259731,0.0088322,0.260573571428571,0.033895225642333
"3235061_NF_EG_23_190_S148_L001_R1_001_trim",0.196571,0.184586,0.174713,0.217502,0.201083,0.222035,0.190508,0.00747732,0.198142571428571,0.0377370695559763
"3235062_NF_EG_23_186_S160_L001_R1_001_trim",0.25971,0.250027,0.197411,0.293416,0.261823,0.29732,0.260209,0.00944947,0.259988,0.0363457928827484
"3235063_NF_EG_23_290_S172_L001_R1_001_trim",0.217597,0.220526,0.199277,0.242915,0.219595,0.254911,0.217543,0.00876051,0.224623428571429,0.0390008738434612
"3235064_NF_EG_23_303_S183_L001_R1_001_trim",0.251971,0.243501,0.21273,0.258327,0.250773,0.286926,0.240292,0.00810437,0.249217142857143,0.0325193119024144
"3235065_NF_EG_23_125_S102_L001_R1_001_trim",0.212161,0.227172,0.194294,0.240898,0.232545,0.24811,0.23863,0.00726993,0.227687142857143,0.0319294708905076
"3235066_NF_EG_23_137_S113_L001_R1_001_trim",0.251809,0.257267,0.242051,0.286423,0.258566,0.296972,0.255822,0.00827917,0.26413,0.0313450573581191
"3235067_NF_EG_23_149_S125_L001_R1_001_trim",0.232232,0.222248,0.20129,0.247683,0.23697,0.263506,0.222334,0.00586734,0.232323285714286,0.0252550663699537
"3235068_NF_EG_23_162_S137_L001_R1_001_trim",0.246848,0.242359,0.221537,0.26924,0.253925,0.291201,0.250511,0.0101019,0.253660142857143,0.0398245458912685
